AÑO_EVAL;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;MRUN;CLAVE;DOC_GENERO;NIVEL;SUBSECT;AE_PJE;EP_PJE;IRT_PJE;PF_PJE;PF_ESC;INSTR_PJE;CCE_ESC
2018;1523;7;ESCUELA NACIONES UNIDAS;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;1019509;BB1084399321;2;2;G;4;4;3;2,35;B;2,91;C
2018;1523;7;ESCUELA NACIONES UNIDAS;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;7760941;SS9351252811;1;3;AM;3;3;3;2,25;B;2,55;C
2018;1523;7;ESCUELA NACIONES UNIDAS;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;14051636;UT4976119221;2;5;TEL;4;4;3;2,78;C;3,17;D
2018;1524;5;ESCUELA REPUBLICA ARABE SIRIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;3818868;BC1088732021;2;2;G;4;3;3;2,5;B;2,8;C
2018;1524;5;ESCUELA REPUBLICA ARABE SIRIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;3260566;DE1041799121;2;3;EF;4;4;3;2,39;B;2,93;C
2018;1524;5;ESCUELA REPUBLICA ARABE SIRIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;2897944;GE1722066521;2;3;CN;3;3;2;1,85;I;2,21;B
2018;1524;5;ESCUELA REPUBLICA ARABE SIRIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;24033790;GE1822183821;2;3;I;4;4;3;2,25;B;2,85;C
2018;1524;5;ESCUELA REPUBLICA ARABE SIRIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;5158450;HI1698026221;2;5;TEL;4;3;3;2,15;B;2,59;C
2018;1525;3;INSTITUTO TECN.PROF.MARITIMO DE VALPSO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;24848453;BB1001711011;1;7;GASTR;4;2;3;1,97;I;2,28;C
2018;1525;3;INSTITUTO TECN.PROF.MARITIMO DE VALPSO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;23453394;CC1031356313;1;4;AV;4;4;3;2,5;B;3;C
2018;1525;3;INSTITUTO TECN.PROF.MARITIMO DE VALPSO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;15490029;DD1393452211;1;4;H;4;3;3;2,48;B;2,79;C
2018;1525;3;INSTITUTO TECN.PROF.MARITIMO DE VALPSO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;14942813;FF1121616221;2;4;L;4;4;3;2,56;C;3,04;D
2018;1525;3;INSTITUTO TECN.PROF.MARITIMO DE VALPSO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;4989127;HI1686570511;1;4;EF;4;4;4;2,33;B;3;C
2018;1525;3;INSTITUTO TECN.PROF.MARITIMO DE VALPSO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;23278706;ML1433596321;2;4;L;4;3;3;2,59;C;2,85;C
2018;1525;3;INSTITUTO TECN.PROF.MARITIMO DE VALPSO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;15847242;ML1487303621;2;4;H;4;4;3;2,65;C;3,09;D
2018;1525;3;INSTITUTO TECN.PROF.MARITIMO DE VALPSO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;22374831;NO1577161021;2;5;DEA;4;4;3;2,38;B;2,93;C
2018;1525;3;INSTITUTO TECN.PROF.MARITIMO DE VALPSO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;18877957;SR9078998011;1;4;L;4;3;3;2,73;C;2,94;D
2018;1525;3;INSTITUTO TECN.PROF.MARITIMO DE VALPSO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;21053861;ST1801914121;2;4;H;4;3;3;2,6;C;2,86;C
2018;1525;3;INSTITUTO TECN.PROF.MARITIMO DE VALPSO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;14159107;ST2515559011;1;7;MEC_AUTO;4;2;3;2,4;B;2,54;C
2018;1525;3;INSTITUTO TECN.PROF.MARITIMO DE VALPSO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;2075822;UU1099892511;1;7;GASTR;4;2;3;1;I;1,7;I
2018;1525;3;INSTITUTO TECN.PROF.MARITIMO DE VALPSO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;23550359;WV8820657921;2;5;DEA;4;4;3;2,4;B;2,94;C
2018;1526;1;ESCUELA REPUBLICA DEL PARAGUAY;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;4231918;CA1103768621;2;3;CS;4;3;3;2,35;B;2,71;C
2018;1526;1;ESCUELA REPUBLICA DEL PARAGUAY;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;24352433;QO1611734021;2;5;DEA;4;3;3;2,38;B;2,73;C
2018;1526;1;ESCUELA REPUBLICA DEL PARAGUAY;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;22936187;RS1804150221;2;2;G;4;3;3;1,98;I;2,49;B
2018;1528;8;ESCUELA GASPAR CABRALES;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;19383508;AA1048443721;2;3;M;4;3;3;2,38;B;2,73;C
2018;1528;8;ESCUELA GASPAR CABRALES;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;1636610;BC1032113821;2;3;M;4;3;3;2,45;B;2,77;C
2018;1528;8;ESCUELA GASPAR CABRALES;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;7590951;JI1728992811;1;3;AM;3;3;3;2,25;B;2,55;C
2018;1529;6;ESCUELA GRECIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;16548734;AA1062711821;2;2;G;4;3;3;2,37;B;2,72;C
2018;1529;6;ESCUELA GRECIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;22952155;BA1016360221;2;2;G;4;3;3;2,8;C;2,98;D
2018;1529;6;ESCUELA GRECIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;14152739;US2671549521;2;5;DEA;4;3;2;2,03;B;2,42;B
2018;1533;4;ESCUELA ALEMANIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;9515782;BB1018864421;2;1;P;4;4;4;2,05;B;2,83;C
2018;1533;4;ESCUELA ALEMANIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;20837518;BC1022761821;2;2;G;4;3;3;2,48;B;2,79;C
2018;1533;4;ESCUELA ALEMANIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;18082336;BC1094605511;1;2;G;4;3;3;2,44;B;2,76;C
2018;1533;4;ESCUELA ALEMANIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;8832846;CA1104839821;2;1;P;4;4;3;2,14;B;2,78;C
2018;1533;4;ESCUELA ALEMANIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;24979121;GF1023517511;1;2;G;3;3;3;2,31;B;2,59;C
2018;1533;4;ESCUELA ALEMANIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;8484951;GF1347892121;2;3;CN;4;3;3;2,42;B;2,75;C
2018;1533;4;ESCUELA ALEMANIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;6482794;SU1061322721;2;5;DEA;4;2;3;2,23;B;2,44;B
2018;1533;4;ESCUELA ALEMANIA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;19999817;VW8891732221;2;2;G;4;3;3;2,12;B;2,57;C
2018;1534;2;ESCUELA REPUBLICA DEL URUGUAY;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;24394423;BC1108295621;2;3;I;4;3;3;2,2;B;2,62;C
2018;1534;2;ESCUELA REPUBLICA DEL URUGUAY;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;1788514;CC1035271521;2;2;G;4;3;3;2,55;C;2,83;C
2018;1534;2;ESCUELA REPUBLICA DEL URUGUAY;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;20329079;DD1524008711;1;3;EF;4;3;3;2,5;B;2,8;C
2018;1534;2;ESCUELA REPUBLICA DEL URUGUAY;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;20428234;FG1737737521;2;3;AM;3;2;3;2,1;B;2,26;C
2018;1534;2;ESCUELA REPUBLICA DEL URUGUAY;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;7071614;HG1557372421;2;2;G;4;3;3;2,55;C;2,83;C
2018;1534;2;ESCUELA REPUBLICA DEL URUGUAY;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;17179435;IG1744995021;2;3;L;4;3;3;2,5;B;2,8;C
2018;1534;2;ESCUELA REPUBLICA DEL URUGUAY;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;796317;JK1916658121;2;3;EF;4;3;3;2,63;C;2,88;C
2018;1534;2;ESCUELA REPUBLICA DEL URUGUAY;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;17196844;ON1455250721;2;5;TEL;4;3;3;1,95;I;2,47;B
2018;1536;9;ESCUELA AMERICA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;1991501;CB1109598311;1;3;CS;4;3;2;2;B;2,4;B
2018;1536;9;ESCUELA AMERICA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;5087745;CC1028966711;1;3;EF;4;4;3;2,35;B;2,91;C
2018;1536;9;ESCUELA AMERICA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;11469338;FG1405509621;2;3;L;4;3;3;2,08;B;2,55;C
2018;1536;9;ESCUELA AMERICA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;6103184;GF1223561621;2;5;DEA;4;3;3;1,85;I;2,41;B
2018;1536;9;ESCUELA AMERICA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;23043696;GF1502104311;1;3;L;4;3;3;2,45;B;2,77;C
2018;1536;9;ESCUELA AMERICA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;11057245;HI1890161821;2;2;G;4;3;3;2,25;B;2,65;C
2018;1536;9;ESCUELA AMERICA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;18660518;KJ1278326921;2;2;G;4;3;3;2,03;B;2,52;C
2018;1536;9;ESCUELA AMERICA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;21900254;ON1213875121;2;3;M;4;3;3;2,63;C;2,88;C
2018;1536;9;ESCUELA AMERICA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;2414270;QR1165947221;2;5;DEA;4;3;2;2,08;B;2,45;B
2018;1537;7;ESCUELA RAMON BARROS LUCO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;19384033;BB1016826121;2;1;P;4;3;3;2;B;2,5;B
2018;1537;7;ESCUELA RAMON BARROS LUCO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;6547656;BB1094135121;2;2;G;4;3;4;2,8;C;3,08;D
2018;1537;7;ESCUELA RAMON BARROS LUCO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;13672689;CA1053264421;2;2;G;4;3;4;2,8;C;3,08;D
2018;1537;7;ESCUELA RAMON BARROS LUCO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;6897702;DD1352681922;2;1;P;4;3;3;2,65;C;2,89;D
2018;1537;7;ESCUELA RAMON BARROS LUCO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;1523752;DE1374072721;2;2;G;4;3;4;2,64;C;2,98;D
2018;1537;7;ESCUELA RAMON BARROS LUCO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;20706735;FE1698453621;2;2;G;4;3;4;2,55;C;2,93;C
2018;1537;7;ESCUELA RAMON BARROS LUCO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;20362220;SS4841808821;2;3;EF;4;3;3;2,4;B;2,74;C
2018;1538;5;ESCUELA JUAN JOSE LATORRE B;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;18336814;ED1331937123;2;5;TEL;4;3;4;2,65;C;2,99;D
2018;1538;5;ESCUELA JUAN JOSE LATORRE B;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;253601;FG1529780621;2;2;G;4;3;4;2,68;C;3,01;D
2018;1538;5;ESCUELA JUAN JOSE LATORRE B;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;13484152;QO1682759221;2;3;L;4;3;3;2,21;B;2,63;C
2018;1538;5;ESCUELA JUAN JOSE LATORRE B;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;2325392;SU9571176711;1;3;I;4;3;3;1,85;I;2,41;B
2018;1540;7;ESCUELA BLAS CUEVAS RAMON ALLENDE;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;15645903;CC1583791823;2;3;M;4;3;2;2,35;B;2,61;C
2018;1540;7;ESCUELA BLAS CUEVAS RAMON ALLENDE;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;23472527;DD1077836021;2;2;G;4;3;2;2,08;B;2,45;B
2018;1540;7;ESCUELA BLAS CUEVAS RAMON ALLENDE;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;8634562;JK1378667621;2;2;G;4;3;3;2,3;B;2,68;C
2018;1540;7;ESCUELA BLAS CUEVAS RAMON ALLENDE;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;7772377;OP1065589121;2;5;DEA;4;3;3;1,8;I;2,38;B
2018;1540;7;ESCUELA BLAS CUEVAS RAMON ALLENDE;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;16728748;UT6542278715;1;3;I;4;4;2;2,35;B;2,81;C
2018;1541;5;ESCUELA REPUBLICA DE EL SALVADOR;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;5454781;CB1009435421;2;1;P;4;3;3;2;B;2,5;B
2018;1541;5;ESCUELA REPUBLICA DE EL SALVADOR;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;10633494;IG1738166621;2;5;TEL;4;3;3;2,35;B;2,71;C
2018;1541;5;ESCUELA REPUBLICA DE EL SALVADOR;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;19886212;OP1387843321;2;5;DEA;4;3;3;2;B;2,5;B
2018;1541;5;ESCUELA REPUBLICA DE EL SALVADOR;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;9071238;SU8496974211;1;2;G;4;3;3;2,6;C;2,86;C
2018;1541;5;ESCUELA REPUBLICA DE EL SALVADOR;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;14694885;VV6866490421;2;3;EF;4;3;3;2,1;B;2,56;C
2018;1542;3;ESCUELA JOAQUIN EDWARDS BELLO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;13435287;AB1090000921;2;3;AV;4;3;3;2,4;B;2,74;C
2018;1542;3;ESCUELA JOAQUIN EDWARDS BELLO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;11266318;BB1011282821;2;5;DEA;4;3;3;2,23;B;2,64;C
2018;1542;3;ESCUELA JOAQUIN EDWARDS BELLO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;17688022;BC1010320811;1;3;CN;4;3;2;2,15;B;2,49;C
2018;1542;3;ESCUELA JOAQUIN EDWARDS BELLO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;5635326;CA1018091521;2;3;L;4;3;3;1,92;I;2,45;B
2018;1542;3;ESCUELA JOAQUIN EDWARDS BELLO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;21608482;CC1064458821;2;2;G;3;3;3;2,25;B;2,55;C
2018;1542;3;ESCUELA JOAQUIN EDWARDS BELLO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;11487930;EC1882477011;1;4;H;4;3;3;2,5;B;2,8;C
2018;1542;3;ESCUELA JOAQUIN EDWARDS BELLO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;13852425;FF1260949223;2;3;CN;4;3;3;2,15;B;2,59;C
2018;1542;3;ESCUELA JOAQUIN EDWARDS BELLO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;10755868;GG1956365821;2;3;L;4;3;4;2,55;C;2,93;C
2018;1542;3;ESCUELA JOAQUIN EDWARDS BELLO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;1889618;IG1570617511;1;3;CS;4;3;3;2,48;B;2,79;C
2018;1542;3;ESCUELA JOAQUIN EDWARDS BELLO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;18894510;ML1217644721;2;3;I;4;3;3;2,4;B;2,74;C
2018;1543;1;ESCUELA JORGE ALESSANDRI RODRIGUEZ;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;8527555;IG1633299911;1;3;EF;4;3;4;1,8;I;2,48;B
2018;1547;4;ESCUELA CARABINERO PEDRO A.CARIAGA M.;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;8441862;AA1007107111;1;3;CS;4;4;3;2,15;B;2,79;C
2018;1547;4;ESCUELA CARABINERO PEDRO A.CARIAGA M.;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;3486343;CB1072195221;2;2;G;4;4;3;2,6;C;3,06;D
2018;1548;2;ESCUELA DIEGO PORTALES PALAZUELOS;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;13756539;BC1101350721;2;2;G;4;3;2;2,25;B;2,55;C
2018;1548;2;ESCUELA DIEGO PORTALES PALAZUELOS;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;16445346;CB1007412511;1;3;EF;4;3;2;2,11;B;2,47;C
2018;1548;2;ESCUELA DIEGO PORTALES PALAZUELOS;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;6401996;ED1300883721;2;2;G;4;2;3;2,5;B;2,6;C
2018;1548;2;ESCUELA DIEGO PORTALES PALAZUELOS;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;11342566;RR1029049021;2;2;G;3;3;3;2,6;C;2,76;C
2018;1548;2;ESCUELA DIEGO PORTALES PALAZUELOS;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;4258875;SS9357155121;2;5;DEA;4;3;2;2,65;C;2,79;D
2018;1549;0;ESCUELA REPUBLICA DE MEXICO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;13282057;BC1092341921;2;3;CS;4;2;3;2,25;B;2,45;C
2018;1549;0;ESCUELA REPUBLICA DE MEXICO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;24380321;CA1068422121;2;2;G;4;3;3;2,4;B;2,74;C
2018;1549;0;ESCUELA REPUBLICA DE MEXICO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;12739479;KI1756982111;1;6;EAEMI;4;2;3;2,75;C;2,75;D
2018;1549;0;ESCUELA REPUBLICA DE MEXICO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;14552167;LK1994008411;1;3;EF;4;3;3;2,33;B;2,7;C
2018;1549;0;ESCUELA REPUBLICA DE MEXICO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;21143261;MK1969577721;2;5;TEL;4;4;3;2,4;B;2,94;C
2018;1549;0;ESCUELA REPUBLICA DE MEXICO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;16322748;ON1051532911;1;3;AM;3;2;3;2;B;2,2;B
2018;1549;0;ESCUELA REPUBLICA DE MEXICO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;22341001;SS8657823121;2;5;TEL;4;3;3;2,5;B;2,8;C
2018;1549;0;ESCUELA REPUBLICA DE MEXICO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;4956938;SU5642187311;1;4;M;4;2;2;2,3;B;2,38;C
2018;1550;4;ESCUELA PACIFICO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;19871740;BB1126597221;2;3;L;4;4;3;2,7;C;3,12;D
2018;1551;2;ESCUELA MONTEDONICO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;24452737;AC1065526321;2;2;G;4;3;3;2,45;B;2,77;C
2018;1551;2;ESCUELA MONTEDONICO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;8016554;AC2070819915;1;3;CS;4;3;3;2,55;C;2,83;D
2018;1551;2;ESCUELA MONTEDONICO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;12560434;SU3825070511;1;3;M;4;3;3;2,8;C;2,98;D
2018;1553;9;ESCUELA ESPANA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;6309347;BB1103569421;2;2;G;4;3;4;2,49;B;2,89;C
2018;1553;9;ESCUELA ESPANA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;23471178;CB1034504721;2;2;G;4;3;4;2,55;C;2,93;C
2018;1553;9;ESCUELA ESPANA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;2475781;CB1095689121;2;5;TEL;2;3;4;2,08;B;2,45;B
2018;1553;9;ESCUELA ESPANA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;10343487;FG1045347523;2;1;P;4;3;2;1,65;I;2,19;B
2018;1553;9;ESCUELA ESPANA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;20659572;TT5776496221;2;5;TEL;4;3;4;2,15;B;2,69;C
2018;1554;7;COLEGIO PABLO NERUDA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;7853929;CB1084000621;2;2;G;4;2;3;2,4;B;2,54;C
2018;1554;7;COLEGIO PABLO NERUDA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;5880202;LK1741292821;2;2;G;4;3;4;2,48;B;2,89;C
2018;1554;7;COLEGIO PABLO NERUDA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;13155112;OP1535307421;2;5;DEA;4;3;3;2,65;C;2,89;C
2018;1554;7;COLEGIO PABLO NERUDA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;18540561;ST2665198921;2;3;L;4;4;3;2,55;C;3,03;D
2018;1554;7;COLEGIO PABLO NERUDA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;3762707;ST7517393611;1;3;AM;4;4;3;2,44;B;2,96;C
2018;1554;7;COLEGIO PABLO NERUDA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;7344347;UV8721871121;2;1;P;4;3;3;2,23;B;2,64;C
2018;1555;5;ESCUELA REPUBLICA DE ISRAEL;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;13473577;AA1025966621;2;2;G;4;3;4;2,68;C;3,01;D
2018;1555;5;ESCUELA REPUBLICA DE ISRAEL;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;5256713;BC1094805421;2;1;P;4;3;4;2;B;2,6;C
2018;1556;3;ESCUELA ELEUTERIO RAMIREZ;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;9971625;BA1016024011;1;3;M;4;2;3;2,88;C;2,83;D
2018;1556;3;ESCUELA ELEUTERIO RAMIREZ;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;4444842;ML1022545221;2;5;DEA;4;3;4;1,98;I;2,59;C
2018;1556;3;ESCUELA ELEUTERIO RAMIREZ;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;12430242;TU7135889621;2;5;DEA;4;3;3;2,18;B;2,61;C
2018;1557;1;ESCUELA VILLA BERLIN;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;18223494;IJ1184228121;2;3;CN;3;3;3;2,13;B;2,48;C
2018;1557;1;ESCUELA VILLA BERLIN;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;17034455;ST9845214621;2;5;DEA;3;3;3;2,65;C;2,79;C
2018;1557;1;ESCUELA VILLA BERLIN;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;8724474;SU4075901411;1;3;I;3;3;3;2,05;B;2,43;B
2018;1557;1;ESCUELA VILLA BERLIN;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;11854264;SU7043289721;2;1;P;4;3;3;1,78;I;2,37;B
2018;1557;1;ESCUELA VILLA BERLIN;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;7890527;UT9108248911;1;3;AV;4;3;3;2,35;B;2,71;C
2018;1563;6;ESCUELA JUAN WACQUEZ MOURFIN;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;22429685;BB1098691621;2;2;G;4;3;3;2,5;B;2,8;C
2018;1563;6;ESCUELA JUAN WACQUEZ MOURFIN;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;6650233;IK1577941821;2;2;G;4;3;3;2,35;B;2,71;C
2018;1563;6;ESCUELA JUAN WACQUEZ MOURFIN;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;20919964;JK1968456311;1;3;CN;4;3;2;2,45;B;2,67;C
2018;1563;6;ESCUELA JUAN WACQUEZ MOURFIN;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;22209635;LK1728795121;2;1;P;4;3;3;2,18;B;2,61;C
2018;1563;6;ESCUELA JUAN WACQUEZ MOURFIN;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;3070817;PQ1699802821;2;3;M;4;3;3;2,18;B;2,61;C
2018;1567;9;ESCUELA BASICA DAVID BEN GURION;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;3603199;AB1023862921;2;3;L;4;3;3;2,58;C;2,85;C
2018;1567;9;ESCUELA BASICA DAVID BEN GURION;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;15457354;BC1074238821;2;3;I;4;3;2;2,38;B;2,63;C
2018;1568;7;ESCUELA REPUBLICA ARGENTINA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;7283737;BB1036952721;2;3;L;4;3;3;2,53;C;2,82;C
2018;1568;7;ESCUELA REPUBLICA ARGENTINA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;1672838;FG1020830621;2;2;G;4;3;3;2,68;C;2,91;C
2018;1568;7;ESCUELA REPUBLICA ARGENTINA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;19406579;JK1424576021;2;1;P;4;3;3;2,35;B;2,71;C
2018;1568;7;ESCUELA REPUBLICA ARGENTINA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;1479624;UU4370538321;2;3;CN;4;3;3;2,33;B;2,7;C
2018;1569;5;ESCUELA PILOTO 1Â° LUIS PARDO VILLALON;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;23530019;FE1992396921;2;3;CS;4;2;3;2,2;B;2,42;C
2018;1569;5;ESCUELA PILOTO 1Â° LUIS PARDO VILLALON;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;11518246;US4568351021;2;3;I;4;3;3;2,15;B;2,59;C
2018;1570;9;ESCUELA BASICA CIRUJANO VIDELA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;19411709;FF1427431821;2;2;G;4;3;3;2,62;C;2,87;D
2018;1570;9;ESCUELA BASICA CIRUJANO VIDELA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;17735192;PQ1914207921;2;2;G;4;2;3;1,76;I;2,16;B
2018;1570;9;ESCUELA BASICA CIRUJANO VIDELA;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;1361170;SQ1319468421;2;5;DEA;4;3;3;2,35;B;2,71;C
2018;1571;7;ESCUELA SAN JUDAS TADEO;5;51;5101;VALPARAISO;53;VALPARAISO;1;1;0;6809048;FE1806853921;2;2;G;4;3;4;2,48;B;2,89;C
